hand_presence_ratio,hand_present_frames,displacement_mm,velocity_mean,velocity_std,velocity_max,acceleration_mean,direction_consistency,position_x_mean,position_y_mean,position_z_mean,position_std,grab_mean,grab_max,pinch_mean,pinch_max,finger_mean,finger_std,label,source_file
1.0,110,3.459758187228813,16.021536783921213,8.929380543374908,35.921975584558275,2.2523885939590067,0.9353446988976057,-144.519914523038,205.2499569979581,55.206071784279565,0.968158127963603,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,14.642016804688181,23.36329256514758,7.797958941090079,50.59918705283943,3.2653978411351487,0.9783209671038317,-144.74914079145952,208.7434322010387,57.491846188631925,2.7562162420699843,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,13.838924653551627,23.486005048095528,9.743970446747714,50.59918705283943,4.117995042880733,0.9661445892389476,-145.959484724565,216.0567615855824,62.1974629835649,3.11324828725898,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,44.188047055968184,66.1648623326043,79.05030627554667,349.6425142261051,5.9454595785932005,0.9649945525275203,-143.07848954634233,215.3879375110973,63.51532103798606,6.427282794980581,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,148.36412198709883,196.2859931913747,125.37029640817273,407.0971841194485,14.90402698022306,0.9913212100786656,-102.34194145202636,196.583649930087,23.034366686777634,33.28030512532488,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,106.8758429051412,298.6288439166545,97.7021752424075,558.8773272238495,23.235921995772898,0.9960067406170068,-108.61587458523837,184.34495849609374,-31.56084396080537,28.74842577671708,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,180.8262192945923,326.08439949691603,85.60591584934137,558.8773272238495,26.664291350514617,0.9971337648240435,-149.35217104825105,190.02092812278053,0.9910375576127659,32.958864069469136,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,192.19522368793457,363.3975161447548,145.6162478902852,594.2524007049226,31.170434550531052,0.994673474555545,-148.64397139115766,215.19643984707918,78.21957069554112,36.02840203991555,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,171.12471216397373,332.12409082544275,181.9411456591655,594.2524007049226,33.104339980509664,0.9848064907807714,-161.52015686035156,310.882993663441,95.73124764182351,38.82344274282829,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,178.79024614230622,308.377405150662,181.71413897936512,661.0732357344472,29.369674157282656,0.9857438869171085,-156.6749728116122,303.9981069391424,74.4278719815341,38.95758455548467,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,149.83872509609998,336.91505597976106,157.87780889067747,661.0732357344472,24.762000131789616,0.9953624000389797,-160.06989857066762,220.76219524036753,44.53573868301782,32.575009132399025,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,68.42657365341059,304.6210576626968,86.4249837977562,468.2363703499899,24.148392787430954,0.997081623997756,-217.29015780362215,221.22973272150213,28.306038168750025,29.669523319878195,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,164.68207185555627,327.7267033028106,99.62249711871932,641.1003717876958,27.897905754315918,0.9967223387124772,-204.4484854958274,235.65099667635832,53.2352845182473,38.91661462978862,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,137.32424575491888,289.537453978895,131.04084377601586,641.1003717876958,25.816994292836675,0.9927473050639084,-154.80416523326528,300.1048579822887,63.93467708934437,29.773769615680255,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,78.76305888958667,248.3437408834351,131.3736043103706,558.7573497437908,26.75015639451242,0.9758011538846204,-189.21032964533026,342.32986644398085,38.96243157820268,23.41643320511227,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,236.08192531605548,324.435065427895,119.10144841294182,558.7573497437908,32.55921197592461,0.9613937219744606,-165.96319848840886,288.08010392622515,26.24711844704368,41.00730165689113,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,98.3108454191644,340.238511270402,171.75427751081776,946.5139453112704,41.064424710542596,0.9356430077480388,-83.59796725186435,215.27119806463068,28.860834503173827,33.893104133981105,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,141.05045709147424,244.3556979617911,193.74554038462614,946.5139453112704,34.95034700045593,0.9526831550042942,-109.96683809107,191.57866266424006,27.47314980246804,31.823386877274714,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,77.10961829249807,110.71782461965026,84.00786196692691,356.99356184380053,12.51128412036234,0.9938628836557588,-162.17528207952327,180.45024982799183,26.109855391762473,10.646974003098373,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,25.855916950760886,36.79379179381247,30.97682959890289,104.05962710254624,3.5039564363713,0.9815815589415324,-162.17248992919923,158.8052952159535,26.588108652288263,3.2107457031959625,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
